No,Line,Latitude,Longitude,Name,Description,Symbol
006219,006219,37.880032,-89.947978,Enter IL,Enter IL,Flag
006255,006255,,,=== Control - State Boundary ===,,City
006256,006256,,,=== Control - State Boundary ===,,City
006257,006257,,,=== Control - State Boundary ===,,City
006258,006258,,,=== Control - State Boundary ===,,City
006259,006259,37.880007,-89.948004,Leave IL,Leave IL,Flag
006260,006260,37.880007,-89.948004,Enter MO,Enter MO,Flag
006454,006454,,,=== Control - State Boundary ===,,City
006455,006455,,,=== Control - State Boundary ===,,City
006456,006456,,,=== Control - State Boundary ===,,City
006457,006457,,,=== Control - State Boundary ===,,City
006458,006458,37.295332,-89.515741,Leave IL,Leave IL,Flag
006459,006459,37.295332,-89.515741,Enter MO,Enter MO,Flag
006487,006487,,,=== Control - State Boundary ===,,City
006488,006488,,,=== Control - State Boundary ===,,City
006489,006489,,,=== Control - State Boundary ===,,City
006490,006490,,,=== Control - State Boundary ===,,City
006491,006491,37.295220,-89.515807,Leave MO,Leave MO,Flag
006492,006492,37.295220,-89.515807,Enter IL,Enter IL,Flag
006622,006622,,,=== Control - State Boundary ===,,City
006623,006623,,,=== Control - State Boundary ===,,City
006624,006624,,,=== Control - State Boundary ===,,City
006625,006625,,,=== Control - State Boundary ===,,City
006626,006626,36.978176,-89.147519,Leave IL,Leave IL,Flag
006627,006627,36.978176,-89.147519,Enter MO,Enter MO,Flag
006639,006639,,,=== Control - State Boundary ===,,City
006640,006640,,,=== Control - State Boundary ===,,City
006641,006641,,,=== Control - State Boundary ===,,City
006642,006642,,,=== Control - State Boundary ===,,City
006643,006643,36.978180,-89.147494,Leave MO,Leave MO,Flag
006644,006644,36.978180,-89.147494,Enter IL,Enter IL,Flag
006666,006666,,,=== Control - State Boundary ===,,City
006667,006667,,,=== Control - State Boundary ===,,City
006668,006668,,,=== Control - State Boundary ===,,City
006669,006669,,,=== Control - State Boundary ===,,City
006670,006670,36.991638,-89.148176,Leave IL,Leave IL,Flag
006671,006671,36.991638,-89.148176,Enter KY,Enter KY,Flag
006866,006866,,,=== Control - State Boundary ===,,City
006867,006867,,,=== Control - State Boundary ===,,City
006868,006868,,,=== Control - State Boundary ===,,City
006869,006869,,,=== Control - State Boundary ===,,City
006870,006870,36.578721,-89.215268,Leave KY,Leave KY,Flag
006871,006871,36.578721,-89.215268,Enter MO,Enter MO,Flag
007204,007204,,,=== Control - State Boundary ===,,City
007205,007205,,,=== Control - State Boundary ===,,City
007206,007206,,,=== Control - State Boundary ===,,City
007207,007207,,,=== Control - State Boundary ===,,City
007208,007208,34.839240,-90.299780,Turn right onto Casino Center Drive,Turn right onto Casino Center Drive,Dot
007370,007370,,,=== Control - State Boundary ===,,City
007371,007371,,,=== Control - State Boundary ===,,City
007372,007372,,,=== Control - State Boundary ===,,City
007373,007373,,,=== Control - State Boundary ===,,City
007374,007374,33.296990,-91.140297,Leave AR,Leave AR,Flag
007375,007375,33.296990,-91.140297,Enter MS,Enter MS,Flag
,,,,=== Intersections - Left/Right/Slight Left/Slight Right/Crossroads ===,,
000187,000187,45.860385,-94.359326,Blanchard Dam to Left,Blanchard Dam to Left,Dot
000266,000266,47.472667,-94.879172,Lake Bemidji to Left,Lake Bemidji to Left,Dot
000267,000267,47.463979,-94.862874,Lake Bemidji to Left,Lake Bemidji to Left,Dot
000268,000268,47.495140,-94.831540,Turn right onto Lakeside Drive Northeast,Turn right onto Lakeside Drive Northeast,Dot
000269,000269,47.495010,-94.831250,"Turn right onto Lake Avenue Northeast, CR 19","Turn right onto Lake Avenue Northeast, CR 19",Dot
000270,000270,47.482903,-94.732243,Stump Lake to Left,Stump Lake to Left,Dot
000271,000271,47.431502,-94.655211,Andrusia Lake to Left,Andrusia Lake to Left,Dot
000284,000284,47.380098,-94.587949,Cass Lake to Left,Cass Lake to Left,Dot
000296,000296,47.339579,-93.814188,Junction MN SR 46 to Left,Junction MN SR 46 to Left,Dot
000302,000302,47.333545,-93.795422,"Junction MN SR 6 to Left,Deer River, MN","Junction MN SR 6 to Left,Deer River, MN",Dot
000308,000308,47.272207,-93.742430,Little White Oak Lake to Right,Little White Oak Lake to Right,Dot
000309,000309,47.243030,-93.744580,Turn right onto MN-6 S,Turn right onto MN-6 S,Dot
000310,000310,47.228991,-93.657926,Long Lake to Right,Long Lake to Right,Dot
000311,000311,47.228864,-93.654030,Loon Lake to Left,Loon Lake to Left,Dot
000312,000312,47.227803,-93.634340,"Loon Lake to Left, Long Lake to Right","Loon Lake to Left, Long Lake to Right",Dot
000313,000313,47.235524,-93.611397,Cross Channel between Little Jay Gould Lake on Left and Poke,Cross Channel between Little Jay Gould Lake on Left and Pokegama Lake on Right,Dot
000325,000325,47.233510,-93.525610,Turn right toward 2nd St N,Turn right toward 2nd St N,Dot
000326,000326,47.233380,-93.525570,Turn left toward 2nd St N,Turn left toward 2nd St N,Dot
000338,000338,46.710400,-93.484340,"Turn left onto Marconi Street, CR 10","Turn left onto Marconi Street, CR 10",Dot
000357,000357,46.549018,-94.065084,Upper Mission Lake to Right,Upper Mission Lake to Right,Dot
000358,000358,46.456620,-94.141160,Turn right onto Sorenson Lake Road,Turn right onto Sorenson Lake Road,Dot
000359,000359,46.457637,-94.159754,Sorensen Lake to Left,Sorensen Lake to Left,Dot
000360,000360,46.409960,-94.179850,Turn sharp right onto Paul Bunyan Trail,Turn sharp right onto Paul Bunyan Trail,Dot
000361,000361,46.409960,-94.179850,Turn left onto Country Lane,Turn left onto Country Lane,Dot
000362,000362,46.401950,-94.176380,Turn left onto Memorial Gardens Road,Turn left onto Memorial Gardens Road,Dot
000363,000363,46.401870,-94.175840,Turn right onto Memorial Gardens Road,Turn right onto Memorial Gardens Road,Dot
000364,000364,46.391843,-94.177597,Gilbert Lake to Right,Gilbert Lake to Right,Dot
000376,000376,46.345660,-94.223380,"Turn left onto Highland Scenic Drive South, CR 48","Turn left onto Highland Scenic Drive South, CR 48",Dot
000377,000377,46.325310,-94.252480,Turn sharp left onto Forestview Drive South,Turn sharp left onto Forestview Drive South,Dot
000389,000389,46.272630,-94.325370,Continue onto State Park Rd,Continue onto State Park Rd,Dot
000390,000390,46.273520,-94.332260,Turn left toward State Park Rd,Turn left toward State Park Rd,Dot
000391,000391,46.272770,-94.332280,Turn left onto State Park Rd,Turn left onto State Park Rd,Dot
000392,000392,46.263900,-94.318510,Turn right onto MN 371,Turn right onto MN 371,Dot
000404,000404,46.234762,-94.354156,Crow Wing Lake to Left,Crow Wing Lake to Left,Dot
000416,000416,46.072350,-94.328070,"Turn sharp right onto Veterans Memorial Highway, MN 115","Turn sharp right onto Veterans Memorial Highway, MN 115",Dot
000417,000417,45.977210,-94.369580,"Turn left onto Broadway West, MN 27","Turn left onto Broadway West, MN 27",Dot
000429,000429,45.976880,-94.365550,"Turn right onto Broadway East, MN 27","Turn right onto Broadway East, MN 27",Dot
000430,000430,45.959987,-94.387448,Charles A Lindbergh House to Left,Charles A Lindbergh House to Left,Dot
000431,000431,45.958893,-94.388147,Charles A Lindbergh State Park to Right,Charles A Lindbergh State Park to Right,Dot
000432,000432,45.858140,-94.363540,Turn sharp left onto Lake Wobegon Regional Trail,Turn sharp left onto Lake Wobegon Regional Trail,Dot
000433,000433,45.865980,-94.348680,Turn sharp right onto Hillton Road,Turn sharp right onto Hillton Road,Dot
000434,000434,45.746320,-94.264620,"Turn sharp left onto 125th Street Northwest, CR 1","Turn sharp left onto 125th Street Northwest, CR 1",Dot
000454,000454,45.572020,-94.169050,Turn sharp left onto 12th Street North,Turn sharp left onto 12th Street North,Dot
000466,000466,45.548800,-94.142850,Turn right onto Kilian Boulevard Southeast,Turn right onto Kilian Boulevard Southeast,Dot
000467,000467,45.543440,-94.141870,Continue onto Minnesota Boulevard Southeast,Continue onto Minnesota Boulevard Southeast,Dot
000468,000468,45.442705,-94.046034,Clear Lake to Left,Clear Lake to Left,Dot
000469,000469,45.425570,-94.027840,"Turn right onto State Highway 24, MN 24","Turn right onto State Highway 24, MN 24",Dot
000481,000481,45.365059,-93.956384,"Cross Silver Creek, Locke Lake to Right","Cross Silver Creek, Locke Lake to Right",Dot
000482,000482,45.309520,-93.805820,Turn sharp left,Turn sharp left,Dot
000494,000494,45.294930,-93.767800,Turn left onto Hart Boulevard,Turn left onto Hart Boulevard,Dot
000519,000519,45.189750,-93.398290,Turn sharp left onto Colburn Street North,Turn sharp left onto Colburn Street North,Dot
000531,000531,45.188490,-93.394070,Turn left onto East River Parkway,Turn left onto East River Parkway,Dot
000532,000532,45.185130,-93.390250,Turn sharp right,Turn sharp right,Dot
000533,000533,45.183520,-93.388400,Turn right toward W River Rd,Turn right toward W River Rd,Dot
000534,000534,45.177070,-93.374890,Turn right onto River Shore Lane,Turn right onto River Shore Lane,Dot
000546,000546,45.074760,-93.285000,Turn right onto Willow Lane,Turn right onto Willow Lane,Dot
000547,000547,45.027510,-93.275710,"Turn right onto Northeast Marshall Street, CR 23","Turn right onto Northeast Marshall Street, CR 23",Dot
000548,000548,44.991320,-93.274420,Turn left onto West River Parkway Trail,Turn left onto West River Parkway Trail,Dot
000566,000566,44.977610,-93.244740,Turn right onto West River Parkway Trail,Turn right onto West River Parkway Trail,Dot
000567,000567,44.937840,-93.197790,Turn right onto South Mississippi River Boulevard,Turn right onto South Mississippi River Boulevard,Dot
000568,000568,44.917380,-93.198850,Turn right onto South Mississippi River Boulevard,Turn right onto South Mississippi River Boulevard,Dot
000580,000580,44.898932,-93.159844,Upper Lake to Left,Upper Lake to Left,Dot
000581,000581,44.907248,-93.145326,Crosby Lake to Left,Crosby Lake to Left,Dot
000582,000582,44.918130,-93.122900,"Keep right,Pickerel Lake to Right","Keep right,Pickerel Lake to Right",Dot
000594,000594,44.940400,-93.090750,Turn sharp left,Turn sharp left,Dot
000595,000595,44.944070,-93.093070,Turn sharp right onto Capital City Bikeway,Turn sharp right onto Capital City Bikeway,Dot
000607,000607,44.954620,-93.101690,Turn left toward Cedar St,Turn left toward Cedar St,Dot
000608,000608,44.954620,-93.100820,Turn right onto Cedar St,Turn right onto Cedar St,Dot
000609,000609,44.931590,-93.080800,Turn left onto Cesar Chavez Street,Turn left onto Cesar Chavez Street,Dot
000621,000621,44.912810,-93.051650,Turn sharp left,Turn sharp left,Dot
000622,000622,44.911260,-93.047530,Turn sharp left,Turn sharp left,Dot
000623,000623,44.882960,-93.019390,Turn sharp left,Turn sharp left,Dot
000624,000624,44.877970,-93.004350,Turn sharp left,Turn sharp left,Dot
000625,000625,44.877690,-93.004320,Turn sharp left,Turn sharp left,Dot
000626,000626,44.851070,-92.988620,Turn sharp left,Turn sharp left,Dot
000627,000627,44.844760,-92.954490,Turn right onto Hidden Valley Lane South,Turn right onto Hidden Valley Lane South,Dot
000628,000628,44.844560,-92.924550,Turn left onto Indian Boulevard South,Turn left onto Indian Boulevard South,Dot
000629,000629,44.833660,-92.916670,Turn sharp left,Turn sharp left,Dot
000630,000630,44.825770,-92.924660,Turn sharp right onto Jamaica Avenue South,Turn sharp right onto Jamaica Avenue South,Dot
000642,000642,44.815040,-92.929080,Turn right onto East Point Douglas Road South,Turn right onto East Point Douglas Road South,Dot
000643,000643,44.806540,-92.912160,Turn right onto East Point Douglas Road South,Turn right onto East Point Douglas Road South,Dot
000670,000670,44.749600,-92.803150,Turn sharp left,Turn sharp left,Dot
000671,000671,44.749640,-92.803100,"Turn sharp right onto Lake Street North, WI 35","Turn sharp right onto Lake Street North, WI 35",Dot
000672,000672,44.582383,-92.451788,Lake Pepin to Left,Lake Pepin to Left,Dot
000673,000673,44.579360,-92.456410,Turn sharp left onto Lake Pepin Boulevard,Turn sharp left onto Lake Pepin Boulevard,Dot
000692,000692,44.062870,-91.637050,Continue onto MN-43 S,Continue onto MN-43 S,Dot
000693,000693,44.060900,-91.638140,Continue straight to stay on MN-43 S,Continue straight to stay on MN-43 S,Dot
000694,000694,44.041940,-91.649710,Turn right onto Lake Winona Bike Path,Turn right onto Lake Winona Bike Path,Dot
000695,000695,44.041950,-91.649800,Turn left onto Lake Winona Bike Path,Turn left onto Lake Winona Bike Path,Dot
000696,000696,44.040728,-91.650453,"Cross Gilmore Creek, Lake Winona to Left","Cross Gilmore Creek, Lake Winona to Left",Dot
000697,000697,44.040435,-91.650608,Cross Winona Lake to Left and Right,Cross Winona Lake to Left and Right,Dot
000698,000698,44.038990,-91.651380,Turn left onto Lake Winona Bike Path,Turn left onto Lake Winona Bike Path,Dot
000699,000699,44.030960,-91.622630,Turn left onto Parks Avenue,Turn left onto Parks Avenue,Dot
000700,000700,44.030950,-91.622550,"Turn right onto Mankato Avenue, MN 43","Turn right onto Mankato Avenue, MN 43",Dot
000701,000701,44.028447,-91.621943,Sugar Loaf (bluff) to Right,Sugar Loaf (bluff) to Right,Dot
000702,000702,44.025856,-91.621151,Junction MN SR 43 to Right,Junction MN SR 43 to Right,Dot
000720,000720,43.919480,-91.364030,Turn sharp left onto County Road 101,Turn sharp left onto County Road 101,Dot
000733,000733,43.834750,-91.300450,Turn left onto Hillview Boulevard,Turn left onto Hillview Boulevard,Dot
000745,000745,43.825650,-91.303530,Turn sharp right onto MN 16,Turn sharp right onto MN 16,Dot
000762,000762,43.804680,-91.255120,Turn right onto Market Street,Turn right onto Market Street,Dot
000763,000763,43.804240,-91.257430,Turn left onto Isle La Plume Trail,Turn left onto Isle La Plume Trail,Dot
000764,000764,43.790340,-91.254060,Turn left onto Isle La Plume Trail,Turn left onto Isle La Plume Trail,Dot
000765,000765,43.790540,-91.252050,Turn right onto Green Island Trail,Turn right onto Green Island Trail,Dot
000766,000766,43.782900,-91.233660,Turn left onto Gladys Street,Turn left onto Gladys Street,Dot
000767,000767,43.783280,-91.229380,Keep right onto Ward Avenue,Keep right onto Ward Avenue,Dot
000779,000779,43.356882,-91.114677,Lake Winneshiek to Right,Lake Winneshiek to Right,Dot
000791,000791,43.216436,-91.089266,"Cross Leitner Creek, Leitner Hollow to Left","Cross Leitner Creek, Leitner Hollow to Left",Dot
000803,000803,43.103383,-91.146700,Marais Lake to Right,Marais Lake to Right,Dot
000815,000815,43.043770,-91.181070,Turn right onto Marquette Drive,Turn right onto Marquette Drive,Dot
000816,000816,43.044500,-91.181110,Turn right onto Edgar Street,Turn right onto Edgar Street,Dot
000828,000828,43.065427,-91.180266,1840 Military Road to Left,1840 Military Road to Left,Dot
000829,000829,43.065295,-91.180174,1840 Military Road to Right,1840 Military Road to Right,Dot
000841,000841,42.995143,-91.173696,Junction Pikes Peak Road/Access to Pikes Peak State Park and,Junction Pikes Peak Road/Access to Pikes Peak State Park and Overlook to Left,Dot
000857,000857,42.715970,-90.919420,Turn right onto Far Nuff Road,Turn right onto Far Nuff Road,Dot
000869,000869,42.697030,-90.827850,"Turn sharp right onto State Highway 133, WI 133","Turn sharp right onto State Highway 133, WI 133",Dot
000870,000870,42.667080,-90.729280,"Junction WI SR 133 to Left ,Turn right onto River Lane Road","Junction WI SR 133 to Left ,Turn right onto River Lane Road",Dot
000871,000871,42.661770,-90.708140,Turn right onto River Lane Road,Turn right onto River Lane Road,Dot
